dco_number,document_number,document_title,from_rev,to_rev,change_description,originator,date_requested,effective_date,impact_assessments
094,QM.SLQ043,Work Order SOP,A,B,"Description of change: EDMS transition (FileHold records reference updated to Silq eQMS Admin Docs, Work Orders, in two places). Reason for change: DC.SLQ002 EDMS transition",Originator:,,2026-07-25,Training;Risk;Regulatory
094,QM.SLQ045,Receiving SOP,A,B,"Description of change: EDMS transition (receiving records filing path updated to Silq eQMS Admin Docs, Receiving); 21 CFR Part 820 section 820.80 citation updated to QMSR with ISO 13485 clause. Reason for change: DC.SLQ002 EDMS transition; IA-2025 OFI 8.",Originator:,,2026-07-25,Training;Risk;Regulatory
094,QM.SLQ046,Shipping SOP,A,B,"Description of change: EDMS transition (FileHold records reference updated to Silq eQMS Admin Docs, Shipping Records, in two places). Reason for change: DC.SLQ002 EDMS transition;.",Originator:,,2026-07-25,Training;Risk;Regulatory
094,QM.SLQ047,Process Validation SOP,A,B,"Description of change: Replaced discretionary ""when necessary"" scope language with objective criteria defining when process validation is required (output cannot be fully verified by subsequent inspection, monitoring, or measurement); added documented justification requirement when validation is not performed; 21 CFR 820 section 820.75 citation updated to QMSR with ISO 13485 clause. Reason for change: IA-2025 mNC 10; IA-2025 OFI 8.",Originator:,,2026-07-25,Training;Risk;Regulatory
094,QM.SLQ048,Device Master Record SOP,A,B,"Description of change: EDMS transition (FileHold definition and DMR Index filing path updated to Silq eQMS Admin Docs, Device Master Records); added explicit SILQ DMR ownership and control requirement when a CMO is used; added Medical Device File cross-reference section pointing to QM.SLQ027 definition. Reason for change: DC.SLQ002 EDMS transition; IA-2025 mNC 11; 2026 Quality Plan (Medical Device File Framework).",Originator:,,2026-07-25,Training;Risk;Regulatory
094,QM.SLQ049,Workstation Practices SOP,A,B,Description of change: EDMS transition (FileHold definition updated to Silq eQMS; verified records section for additional FileHold references). Reason for change: DC.SLQ002 EDMS transition;,Originator:,,2026-07-25,Training;Risk;Regulatory
094,QM.SLQ050,Calibration and Preventive Maintenance SOP,A,B,"Description of change: EDMS transition (calibration records filing path updated to Silq eQMS Admin Docs, Calibration and Preventive Maintenance); revised out-of-tolerance provisions to require objective impact assessment using FM4-QM.SLQ050 with formal documentation of affected product identification and traceability; 21 CFR 820 Subpart G citation updated to QMSR with ISO 13485 clause. Reason for change: DC.SLQ002 EDMS transition; IA-2025 mNC 12; IA-2025 OFI 8.",Originator:,,2026-07-25,Training;Risk;Regulatory
094,QM.SLQ051,Environmental Monitoring SOP,A,B,"Description of change: EDMS transition (FileHold definition and environmental monitoring records filing path updated to Silq eQMS Admin Docs, Environmental Monitoring). Reason for change: DC.SLQ002 EDMS transition;",Originator:,,2026-07-25,Training;Risk;Regulatory
095,FM1-QM.SLQ052,Design Project Scope and Plan,-,A,"Description of change: New scalable form merging FM1-QM.SLQ004 and TMP1-QM.SLQ005. Includes mandatory V&V planning determination field with QA approval (closes mNC 1 sub-issue 7) and mandatory plan-revision change-control log (closes mNC 1 sub-issue 3). Reason for change: IA-2025 mNC 1 sub-issues 2, 3, and 7; operationalizes QM.SLQ052 Rev A.",Originator:,,2026-07-07,Training
095,FM2-QM.SLQ052,Design Change Assessment,-,A,"Description of change: New mandatory change assessment record for Pathways B and C. Captures change source, hold decision (Pathway C), design impact, risk determination, V&V determination, regulatory assessment (Letter-to-File or 510(k) retained in DHF), and routing to the DCO process. Reason for change: IA-2025 mNC 1 sub-issues 1, 6, 7, 8, 9; FDA 483 Observation 2 and CAPA 2025-003 supplier change trigger; IA-2025 mNC 3.",Originator:,,2026-07-07,Training
095,FM3-QM.SLQ052,Design Review Record,-,A,"Description of change: New scalable design review form with gate selector (Gate 1, 2, 3, and Fast-Track) replacing FM1-QM.SLQ008. Includes required attendee list, gate-specific deliverable checklist, action items, conclusion, and DHF closure block. Reason for change: IA-2025 mNC 1 sub-issues 2, 5, and 9; operationalizes QM.SLQ052 Rev A Section 12.",Originator:,,2026-07-07,Training
095,QM.SLQ052,Design Control SOP,-,A,"Description of change: New consolidated Design Control SOP replacing QM.SLQ004 through QM.SLQ010. Defines Pathway A (three-gate full development), Pathway B (design change), and Pathway C (supplier or CMO-initiated change with mandatory trigger and hold decision). Includes conflict resolution authority, V&V planning and validation equivalence requirements, formal design output control, risk management integration, final design review requirement at transfer, DHF lifecycle in SILQ eQMS, and Medical Device File framework per ISO 13485 clause 4.2.3. Reason for change: IA-2025 mNC 1 (all nine sub-issues); CAPA 004-2025 Action 5 (closes on DCO095 effective date); FDA 483 Observation 2 and CAPA 2025-003 design-control corrective; 2026 Quality Plan; DC.SLQ002 Phase 1B and Phase 2 FileHold-reference elimination.",Originator:,,2026-07-07,Training
095,TMP1-QM.SLQ052,"Design Input, Output, and Traceability Matrix",-,A,"Description of change: New traceability matrix (6 columns) replacing TMP1-QM.SLQ006, TMP2-QM.SLQ006, and TMP2-QM.SLQ007. Consolidates user needs, design inputs, design output references, V&V protocol references, status, and notes into one controlled document. Reason for change: IA-2025 OFI 2 (traceability of risk to design controls and V&V); IA-2025 mNC 1",Originator:,,2026-07-07,Training
095,TMP2-QM.SLQ052,"V&V Plan, Protocol, and Report Summary",-,A,"Description of change: Replaces TMP1, TMP2, and TMP3-QM.SLQ009 in a single three-part document (Plan, Protocol, Final Report). Includes lean test group summary table, validation equivalence documentation, statistical rationale, results table, and separate approval actions for protocol and report. Reason for change: IA-2025 mNC 1 sub-issues 7 and 8; operationalizes QM.SLQ052 Rev A Section 13.",Originator:,,2026-07-07,Training
